index	Best Available LIMS Path	Analysis ID	Owner	Project Name	Analysis Name	Created At	Analysis Link	FASTA Database	Input File Reference	Project ID	md5	LIMS_PK	LIMS_Project_id	LIMS_Project_name	LIMS_login	LIMS_user
10944	/lims/data_files/201004/Exudate_PBS_6h_A_5.RAW	4487	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot	Sat Apr 17 19:22:19 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4487	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_5.RAW	370	76de6eae81e24643649ee50136814900	15792	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10945	/lims/data_files/201004/Exudate_PBS_6h_A_6.RAW	4487	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot	Sat Apr 17 19:22:19 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4487	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_6.RAW	370	787d83c5191c5c9c664264f43fb41cf8	15793	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10946	/lims/data_files/201004/Exudate_PBS_6h_A_7.RAW	4487	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot	Sat Apr 17 19:22:19 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4487	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_7.RAW	370	b796d4c46f9c875df4388250978110ff	15794	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10947	/lims/data_files/201004/Exudate_PBS_6h_A_8.RAW	4487	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot	Sat Apr 17 19:22:19 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4487	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_8.RAW	370	9828cc72d6f96c19879f94cc9dfe78e9	15795	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10948	/lims/data_files/201004/Exudate_PBS_6h_A_9.RAW	4487	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot	Sat Apr 17 19:22:19 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4487	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_9.RAW	370	554e93c01e14732f779f01195d185cda	15796	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10949	/lims/data_files/201004/Exudate_PBS_6h_A_1.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_1.RAW	370	0bac12372667eda5247807b03af05f1e	15787	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10950	/lims/data_files/201004/Exudate_PBS_6h_A_10.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_10.RAW	370	81f234ca2198ec4982585e80965e8ddf	15797	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10951	/lims/data_files/201004/Exudate_PBS_6h_A_11.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_11.RAW	370	6ff28d523820850d2b633a965c8bb695	15798	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10952	/lims/data_files/201004/Exudate_PBS_6h_A_12.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_12.RAW	370	287b36e72160cd68c290071fa459bfe3	15799	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10953	/lims/data_files/201004/Exudate_PBS_6h_A_13.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_13.RAW	370	e0548854ba0afe02dd36f82fd9715526	15800	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10954	/lims/data_files/201004/Exudate_PBS_6h_A_14.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_14.RAW	370	891487f6851d958c406bd4044885b56f	15801	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10955	/lims/data_files/201004/Exudate_PBS_6h_A_2.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_2.RAW	370	15d4486f213a5aa5ef07282bcf55136c	15788	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10956	/lims/data_files/201004/Exudate_PBS_6h_A_3.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_3.RAW	370	f228163b4d880d7b13aafdfbb9c63fea	15789	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10957	/lims/data_files/201004/Exudate_PBS_6h_A_3_2.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_3_2.RAW	370	235356cead9ff4427e3a78c804f40f3f	15790	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10958	/lims/data_files/201004/Exudate_PBS_6h_A_4.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_4.RAW	370	c0572d9883f98cbf80e4f5a8bdaf80e5	15791	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10959	/lims/data_files/201004/Exudate_PBS_6h_A_5.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_5.RAW	370	76de6eae81e24643649ee50136814900	15792	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10960	/lims/data_files/201004/Exudate_PBS_6h_A_6.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_6.RAW	370	787d83c5191c5c9c664264f43fb41cf8	15793	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10961	/lims/data_files/201004/Exudate_PBS_6h_A_7.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_7.RAW	370	b796d4c46f9c875df4388250978110ff	15794	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10962	/lims/data_files/201004/Exudate_PBS_6h_A_8.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_8.RAW	370	9828cc72d6f96c19879f94cc9dfe78e9	15795	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10963	/lims/data_files/201004/Exudate_PBS_6h_A_9.RAW	4488	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_sequest	Sat Apr 17 19:23:47 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4488	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_9.RAW	370	554e93c01e14732f779f01195d185cda	15796	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10964	/lims/data_files/201004/Exudate_PBS_041610_6h_B_1.RAW	4489	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_2rd_mascot	Sun Apr 18 18:28:10 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4489	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_041610_6h_B_1.RAW	370	249a7a5cbe186abac5adb902e3d20b6f	15802	2847	Exudate_PBS_6h_B_1st	xuanwen	Xuanwen Li
10965	/lims/data_files/201004/Exudate_PBS_041610_6h_B_2.RAW	4489	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_2rd_mascot	Sun Apr 18 18:28:10 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4489	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_041610_6h_B_2.RAW	370	827262302539cbb54b625c5b496ed4a7	15803	2847	Exudate_PBS_6h_B_1st	xuanwen	Xuanwen Li
10966	/lims/data_files/201004/Exudate_PBS_041610_6h_B_3.RAW	4489	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_2rd_mascot	Sun Apr 18 18:28:10 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4489	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_041610_6h_B_3.RAW	370	6fcb0e66bffafb9e99664a0aa4484e72	15804	2847	Exudate_PBS_6h_B_1st	xuanwen	Xuanwen Li
10967	/lims/data_files/201004/Exudate_PBS_041610_6h_B_4.RAW	4489	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_2rd_mascot	Sun Apr 18 18:28:10 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4489	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_041610_6h_B_4.RAW	370	9a20e84d98b8f00022e8dbb18535c090	15805	2847	Exudate_PBS_6h_B_1st	xuanwen	Xuanwen Li
10968	/lims/data_files/201004/Exudate_PBS_041610_6h_B_5.RAW	4489	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_2rd_mascot	Sun Apr 18 18:28:10 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4489	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_041610_6h_B_5.RAW	370	f26750775d0f1d1da23930539248b1fe	15806	2847	Exudate_PBS_6h_B_1st	xuanwen	Xuanwen Li
10969	/lims/data_files/201004/Exudate_PBS_041610_6h_B_6.RAW	4489	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_2rd_mascot	Sun Apr 18 18:28:10 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4489	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_041610_6h_B_6.RAW	370	2ce0b626dcaa7959931f0c5e547f7547	15807	2847	Exudate_PBS_6h_B_1st	xuanwen	Xuanwen Li
10970	/lims/data_files/201004/Exudate_PBS_041610_6h_B_7.RAW	4489	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_2rd_mascot	Sun Apr 18 18:28:10 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4489	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_041610_6h_B_7.RAW	370	b48e89f3d1ccc451cfdebb13b729996b	15808	2847	Exudate_PBS_6h_B_1st	xuanwen	Xuanwen Li
10971	/lims/data_files/201004/Exudate_PBS_041610_6h_B_8.RAW	4489	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_2rd_mascot	Sun Apr 18 18:28:10 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4489	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_041610_6h_B_8.RAW	370	77e24c8f62b93699f37c41bbf0e88a74	15809	2847	Exudate_PBS_6h_B_1st	xuanwen	Xuanwen Li
10972	/lims/data_files/201004/Exudate_PBS_6h_A_1.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_1.RAW	370	0bac12372667eda5247807b03af05f1e	15787	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10973	/lims/data_files/201004/Exudate_PBS_6h_A_10.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_10.RAW	370	81f234ca2198ec4982585e80965e8ddf	15797	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10974	/lims/data_files/201004/Exudate_PBS_6h_A_11.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_11.RAW	370	6ff28d523820850d2b633a965c8bb695	15798	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10975	/lims/data_files/201004/Exudate_PBS_6h_A_12.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_12.RAW	370	287b36e72160cd68c290071fa459bfe3	15799	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10976	/lims/data_files/201004/Exudate_PBS_6h_A_13.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_13.RAW	370	e0548854ba0afe02dd36f82fd9715526	15800	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10977	/lims/data_files/201004/Exudate_PBS_6h_A_14.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_14.RAW	370	891487f6851d958c406bd4044885b56f	15801	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10978	/lims/data_files/201004/Exudate_PBS_6h_A_2.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_2.RAW	370	15d4486f213a5aa5ef07282bcf55136c	15788	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10979	/lims/data_files/201004/Exudate_PBS_6h_A_3.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_3.RAW	370	f228163b4d880d7b13aafdfbb9c63fea	15789	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10980	/lims/data_files/201004/Exudate_PBS_6h_A_3_2.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_3_2.RAW	370	235356cead9ff4427e3a78c804f40f3f	15790	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10981	/lims/data_files/201004/Exudate_PBS_6h_A_4.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_4.RAW	370	c0572d9883f98cbf80e4f5a8bdaf80e5	15791	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10982	/lims/data_files/201004/Exudate_PBS_6h_A_5.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_5.RAW	370	76de6eae81e24643649ee50136814900	15792	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10983	/lims/data_files/201004/Exudate_PBS_6h_A_6.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_6.RAW	370	787d83c5191c5c9c664264f43fb41cf8	15793	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10984	/lims/data_files/201004/Exudate_PBS_6h_A_7.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_7.RAW	370	b796d4c46f9c875df4388250978110ff	15794	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10985	/lims/data_files/201004/Exudate_PBS_6h_A_8.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_8.RAW	370	9828cc72d6f96c19879f94cc9dfe78e9	15795	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
10986	/lims/data_files/201004/Exudate_PBS_6h_A_9.RAW	4490	xuanwen	Exudate_Time_Course	Exudate_PBS_6h_A_1st_mascot_20ppm	Sun Apr 18 18:29:25 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4490	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201004/Exudate_PBS_6h_A_9.RAW	370	554e93c01e14732f779f01195d185cda	15796	2846	Exudate_6h_A_1st	xuanwen	Xuanwen Li
11030	/lims/data_files/201005/Exudate_0h_041810_A_10.RAW	4500	xuanwen	Exudate_Time_Course	Exudate_2rdB_0h_A_1st	Sat May 01 15:15:59 -0400 2010	http://bioinf.itmat.upenn.edu/qInteract2/analysis/view/4500	IPI.MOUSE.v3.53.REV/ipi.MOUSE.3.53.rev.fasta	201005/Exudate_0h_041810_A_10.RAW	370	db275da482a36dce87a1d3d12b29fc16	15860	2855	Exudate_2_0h_A_1	xuanwen	Xuanwen Li
